Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
07-Oct-2015,10:55:03.791,3B6F FD9D,55,6A,07-Oct-2015,10:55:03.111
08-Oct-2015,09:43:57.444,D5D9 9723,A2,3F,07-Oct-2015,10:55:03.111
08-Oct-2015,16:27:16.255,66CC AAAA,CB,B4,07-Oct-2015,10:55:03.111
09-Oct-2015,11:54:06.374,66CC AAAA,C6,D3,07-Oct-2015,10:55:03.111
09-Oct-2015,11:54:46.252,66CC A800,C8,C0,07-Oct-2015,10:55:03.111
09-Oct-2015,12:18:13.125,6000 0000,CA,98,07-Oct-2015,10:55:03.111
10-Oct-2015,08:22:34.073,66CC AAAA,C7,CF,07-Oct-2015,10:55:03.111
10-Oct-2015,08:25:42.987,66CC A000,C8,A1,07-Oct-2015,10:55:03.111
10-Oct-2015,08:25:46.961,66CC AAAA,C8,C6,07-Oct-2015,10:55:03.111
10-Oct-2015,08:26:35.332,66C8 A0AA,C4,F3,07-Oct-2015,10:55:03.111
10-Oct-2015,08:26:47.250,66CC AAAA,C4,E3,07-Oct-2015,10:55:03.111
10-Oct-2015,08:26:49.234,66CC AAAA,CA,B8,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:01.295,66CC AAA8,CA,B8,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:03.281,66CC AAAA,CD,97,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:05.268,66CC AAAA,CF,95,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:07.255,66CC AAAA,CF,91,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:09.239,66CC AAAA,CF,97,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:18.090,66CC AA00,CD,93,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:20.040,66CC AAAA,D0,8D,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:22.026,66CC AAAA,D0,8F,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:24.012,66CC AAAA,CF,93,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:25.997,66CC AAAA,CF,92,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:27.982,66CC AAAA,D0,8F,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:29.968,66CC AAAA,CF,8E,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:31.951,66CC AAAA,CF,90,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:33.935,66CC AAAA,D0,92,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:35.919,66CC AAAA,D0,91,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:37.903,66CC AAAA,CF,95,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:39.889,66CC AAAA,D0,94,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:41.874,66CC AAAA,D0,94,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:43.860,66CC AAAA,CF,97,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:45.845,66CC AAAA,D1,98,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:47.830,66CC AAAA,D0,8F,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:49.816,66CC AAAA,D1,8D,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:51.803,66CC AAAA,D0,90,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:53.789,66CC AAAA,D0,8C,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:55.776,66CC AAAA,D0,92,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:57.762,66CC AAAA,CF,8D,07-Oct-2015,10:55:03.111
10-Oct-2015,09:06:59.747,66CC AAAA,D0,90,07-Oct-2015,10:55:03.111
10-Oct-2015,09:07:01.734,66CC AAAA,D1,8B,07-Oct-2015,10:55:03.111
10-Oct-2015,09:07:03.720,66CC AAAA,CF,93,07-Oct-2015,10:55:03.111
10-Oct-2015,09:07:05.705,66CC AAAA,CF,91,07-Oct-2015,10:55:03.111
10-Oct-2015,09:07:07.691,66CC AAAA,CF,90,07-Oct-2015,10:55:03.111
10-Oct-2015,09:07:09.676,66CC AAAA,CF,92,07-Oct-2015,10:55:03.111
10-Oct-2015,09:07:11.662,66CC AAAA,CF,90,07-Oct-2015,10:55:03.111
10-Oct-2015,09:07:13.648,66CC AAAA,CF,8A,07-Oct-2015,10:55:03.111
